"journal","n","journal_match_text.x","Rank","Sourceid","Title","Type","Issn","SJR","SJR Best Quartile","H index","Total Docs. (2023)","Total Docs. (3years)","Total Refs.","Total Cites (3years)","Citable Docs. (3years)","Cites / Doc. (2years)","Ref. / Doc.","%Female","Overton","SDG","Country","Region","Publisher","Coverage","Categories","Areas","journal_match_text.y","match_fit"
"Journal of geriatric cardiology : JGC",41,"journal of geriatric cardiology jgc",10595,4700153514,"Journal of Geriatric Cardiology","journal","16715411","0.509","Q3","47","102","361","3221","540","254","1.26","31.58","38.73",0,38,"China","Asiatic Region","Science China Press","2006-2023","Cardiology and Cardiovascular Medicine (Q3); Geriatrics and Gerontology (Q3)","Medicine","journal of geriatric cardiology",0.03809523809523818
"Journal of geriatric medicine and gerontology",1,"journal of geriatric medicine and gerontology",10595,4700153514,"Journal of Geriatric Cardiology","journal","16715411","0.509","Q3","47","102","361","3221","540","254","1.26","31.58","38.73",0,38,"China","Asiatic Region","Science China Press","2006-2023","Cardiology and Cardiovascular Medicine (Q3); Geriatrics and Gerontology (Q3)","Medicine","journal of geriatric cardiology",0.14671445639187586
"Journal of geriatric oncology",6,"journal of geriatric oncology",4064,19700175259,"Journal of Geriatric Oncology","journal","18794068, 18794076","1.052","Q2","53","194","632","7138","1553","532","2.52","36.79","52.11",2,173,"United Kingdom","Western Europe","Elsevier Ltd","2010-2023","Geriatrics and Gerontology (Q2); Oncology (Q2)","Medicine","journal of geriatric oncology",0
"Journal of geriatric physical therapy",4,"journal of geriatric physical rapy",9578,100147029,"Journal of Geriatric Physical Therapy","journal","15398412, 21520895","0.564","Q2","47","26","126","958","195","112","1.23","36.85","68.64",0,2,"United States","Northern America","Lippincott Williams and Wilkins Ltd.","2005-2023","Rehabilitation (Q2); Geriatrics and Gerontology (Q3)","Medicine","journal of geriatric physical rapy",0
"Journal of geriatrics",1,"journal of geriatrics",4128,15116,"Journal of Pediatrics","journal","00223476, 10976833","1.043","Q1","238","497","2234","14957","5802","1809","2.38","30.09","60.21",3,189,"United States","Northern America","Elsevier Inc.","1932-2024","Pediatrics, Perinatology and Child Health (Q1)","Medicine","journal of pediatrics",0.09857978279030921
"Journal of geriatrics and palliative care",1,"journal of geriatrics and palliative care",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Journal of gerontological nursing",10,"journal of gerontological nursing",14408,29552,"Journal of Gerontological Nursing","journal","1938243X, 00989134","0.346","Q3","60","93","285","2448","306","239","0.82","26.32","75.53",0,18,"United States","Northern America","Slack Incorporated","1975-2023","Gerontology (Q3); Nursing (miscellaneous) (Q3)","Nursing","journal of gerontological nursing",0
"Journal of gerontological social work",5,"journal of gerontological social work",9277,29553,"Journal of Gerontological Social Work","journal","15404048, 01634372","0.581","Q1","51","79","247","2933","555","167","1.27","37.13","67.34",0,32,"United States","Northern America","Routledge","1979-2023","Social Sciences (miscellaneous) (Q1); Nursing (miscellaneous) (Q2); Social Work (Q3)","Nursing; Social Sciences","journal of gerontological social work",0
"Journal of gerontology and geriatric research",14,"journal of gerontology and geriatric research",22218,21100776065,"Journal of Gerontology and Geriatrics","journal","24996564","0.162","Q4","11","28","127","1226","50","123","0.39","43.79","51.52",0,10,"Italy","Western Europe","Pacini Editore Srl","2016-2023","Aging (Q4); Geriatrics and Gerontology (Q4)","Biochemistry, Genetics and Molecular Biology; Medicine","journal of gerontology and geriatrics",0.059259259259259345
"Journal of ginseng research",27,"journal of ginseng research",3462,19700188222,"Journal of Ginseng Research","journal","20934947, 12268453","1.163","Q1","62","93","255","4555","1642","254","7.15","48.98","41.28",0,39,"Netherlands","Western Europe","Elsevier B.V.","2010-2023","Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Biotechnology (Q1); Complementary and Alternative Medicine (Q1); Plant Science (Q1)","Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Medicine","journal of ginseng research",0
"Journal of glaucoma",11,"journal of glaucoma",4490,14481,"Journal of Glaucoma","journal","10570829, 1536481X","0.995","Q1","102","187","709","5663","1484","593","1.91","30.28","39.12",0,12,"United States","Northern America","Lippincott Williams and Wilkins Ltd.","1992-2023","Ophthalmology (Q1)","Medicine","journal of glaucoma",0
"Journal of global antimicrobial resistance",4,"journal of global antimicrobial resistance",5406,21100253424,"Journal of Global Antimicrobial Resistance","journal","22137173, 22137165","0.880","Q2","50","201","959","5939","3234","734","3.12","29.55","48.09",0,81,"United Kingdom","Western Europe","Elsevier B.V.","2013-2023","Immunology (Q2); Immunology and Allergy (Q2); Microbiology (Q2); Microbiology (medical) (Q2)","Immunology and Microbiology; Medicine","journal of global antimicrobial resistance",0
"Journal of global health",25,"journal of global health",3812,21100787508,"Journal of Global Health","journal","20472986, 20472978","1.093","Q1","63","309","962","11984","3129","905","3.14","38.78","48.06",1,210,"United Kingdom","Western Europe","Edinburgh University Global Health Society","2011-2023","Health Policy (Q1); Public Health, Environmental and Occupational Health (Q1)","Medicine","journal of global health",0
"Journal of global health perspectives",1,"journal of global health perspectives",15447,21101166820,"Journal of Global Health Reports","journal","23991623","0.309","Q3","10","82","272","2633","215","268","0.78","32.11","51.46",0,66,"United Kingdom","Western Europe","International Society of Global Health","2019-2023","Medicine (miscellaneous) (Q3)","Medicine","journal of global health reports",0.10611861861861871
"Journal of global health reports",1,"journal of global health reports",15447,21101166820,"Journal of Global Health Reports","journal","23991623","0.309","Q3","10","82","272","2633","215","268","0.78","32.11","51.46",0,66,"United Kingdom","Western Europe","International Society of Global Health","2019-2023","Medicine (miscellaneous) (Q3)","Medicine","journal of global health reports",0
"Journal of global infectious diseases",2,"journal of global infectious diseases",13948,19700201138,"Journal of Global Infectious Diseases","journal","0974777X, 09748245","0.363","Q3","34","45","150","685","157","102","0.74","15.22","40.56",0,22,"India","Asiatic Region","Wolters Kluwer Medknow Publications","2011-2023","Infectious Diseases (Q3)","Medicine","journal of global infectious diseases",0
"Journal of global oncology",14,"journal of global oncology",15372,21100900143,"Journal of Social Ontology","journal","21969663","0.312","Q1","13","5","43","196","50","43","1.12","39.20","20.00",0,0,"Australia","Pacific Region",NA,"2015-2023","Philosophy (Q1); Anthropology (Q2); Communication (Q2); Economics, Econometrics and Finance (miscellaneous) (Q2); Linguistics and Language (Q2); Social Psychology (Q3)","Arts and Humanities; Economics, Econometrics and Finance; Psychology; Social Sciences","journal of social ontology",0.10590858416945381
"Journal of graduate medical education",19,"journal of graduate medical education",6872,21100456759,"Journal of graduate medical education","journal","19498349, 19498357","0.747","Q1","39","162","548","2797","876","334","1.56","17.27","60.56",0,37,"United States","Northern America",NA,"2015-2023","Education (Q1); Medicine (miscellaneous) (Q2)","Medicine; Social Sciences","journal of graduate medical education",0
"Journal of gravitational physiology : a journal of the International Society for Gravitational Physiology",2,"journal of gravitational physiology a journal of international society for gravitational physiology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Journal of gynecologic oncology",20,"journal of gynecologic oncology",4087,19700175016,"Journal of Gynecologic Oncology","journal","20050399, 20050380","1.049","Q1","52","83","274","2556","714","222","2.54","30.80","36.18",0,75,"South Korea","Asiatic Region","Korean Society of Gynecologic Oncology and Colposcopy","2009-2023","Medicine (miscellaneous) (Q1); Obstetrics and Gynecology (Q1); Oncology (Q2)","Medicine","journal of gynecologic oncology",0
"Journal of gynecologic surgery",4,"journal of gynecologic surgery",22685,27581,"Journal of Gynecologic Surgery","journal","10424067","0.155","Q4","17","78","281","1321","55","249","0.19","16.94","53.88",0,15,"United States","Northern America","Mary Ann Liebert Inc.","1989-2023","Obstetrics and Gynecology (Q4); Surgery (Q4)","Medicine","journal of gynecologic surgery",0
"Journal of gynecological endoscopy and surgery",1,"journal of gynecological endoscopy and surgery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Journal of gynecology obstetrics and human reproduction",1,"journal of gynecology obstetrics and human reproduction",9259,21100812244,"Journal of Gynecology Obstetrics and Human Reproduction","journal","24687847","0.582","Q2","44","137","716","3687","1280","658","1.78","26.91","57.30",0,61,"France","Western Europe","Elsevier Masson s.r.l.","2016-2023","Obstetrics and Gynecology (Q2); Reproductive Medicine (Q2)","Medicine","journal of gynecology obstetrics and human reproduction",0
"Journal of hand and microsurgery",6,"journal of hand and microsurgery",16712,21101056445,"Journal of Hand and Microsurgery","journal","09743227, 09746897","0.271","Q3","6","90","164","2096","96","139","0.53","23.29","20.19",0,15,"United States","Northern America","Elsevier B.V.","2019-2023","Surgery (Q3)","Medicine","journal of hand and microsurgery",0
"Journal of hand surgery",23,"journal of hand surgery",4572,21680,"Journal of Hand Surgery","journal","03635023, 15316564","0.983","Q1","137","371","833","9642","1555","733","1.69","25.99","25.90",0,23,"United States","Northern America","W.B. Saunders","1976-2023","Orthopedics and Sports Medicine (Q1); Surgery (Q1)","Medicine","journal of hand surgery",0
"Journal of hand therapy : official journal of the American Society of Hand Therapists",18,"journal of hand rapy official journal of american society of hand rapists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Journal of happiness studies",1,"journal of happiness studies",2303,144820,"Journal of Happiness Studies","journal","13894978","1.480","Q1","108","124","486","8859","2541","486","4.49","71.44","51.60",4,27,"Netherlands","Western Europe","Springer Netherlands","2001, 2003, 2005-2023","Social Sciences (miscellaneous) (Q1)","Social Sciences","journal of happiness studies",0
"Journal of hate studies",2,"journal of hate studies",17177,20178,"Journal of Baltic Studies","journal","17517877, 01629778","0.259","Q1","25","62","89","3504","77","88","0.95","56.52","55.43",0,16,"United Kingdom","Western Europe","Taylor and Francis Ltd.","1972-2001, 2003-2023","Cultural Studies (Q1); Arts and Humanities (miscellaneous) (Q2)","Arts and Humanities; Social Sciences","journal of baltic studies",0.09819185645272621
"Journal of hazardous materials",153,"journal of hazardous materials",688,25858,"Journal of Hazardous Materials","journal","18733336, 03043894","2.950","Q1","352","2469","8212","165920","118647","8179","14.09","67.20","40.20",4,1295,"Netherlands","Western Europe","Elsevier B.V.","1975-2024","Environmental Chemistry (Q1); Environmental Engineering (Q1); Health, Toxicology and Mutagenesis (Q1); Pollution (Q1); Waste Management and Disposal (Q1)","Environmental Science","journal of hazardous materials",0
"Journal of health & pollution",12,"journal of health pollution",10770,21100843323,"Journal of Health and Pollution","journal","21569614","0.501","Q2","24","0","100","0","318","100","2.98","0.00","0.00",0,0,"United States","Northern America","Pure Earth","2017-2021","Pollution (Q2); Health, Toxicology and Mutagenesis (Q3); Public Health, Environmental and Occupational Health (Q3)","Environmental Science; Medicine","journal of health and pollution",0.09239346873755472
"Journal of health and human services administration",4,"journal of health and human services administration",14409,14141,"Journal of Health and Human Services Administration","journal","10793739, 21685509","0.346","Q3","24","10","44","509","56","43","0.80","50.90","88.89",0,3,"United States","Northern America","SAGE Publications Inc.","1994-2019, 2021-2022","Health Policy (Q3); Leadership and Management (Q3); Medicine (miscellaneous) (Q3); Organizational Behavior and Human Resource Management (Q3); Public Health, Environmental and Occupational Health (Q3)","Business, Management and Accounting; Medicine; Nursing","journal of health and human services administration",0
"Journal of health and social behavior",23,"journal of health and social behavior",853,15645,"Journal of Health and Social Behavior","journal","00221465, 21506000","2.634","Q1","146","46","112","3192","745","104","6.19","69.39","57.58",1,22,"United States","Northern America","American Sociological Association","1967-2023","Public Health, Environmental and Occupational Health (Q1); Social Psychology (Q1)","Medicine; Psychology","journal of health and social behavior",0
"Journal of health care chaplaincy",7,"journal of health care chaplaincy",8446,28811,"Journal of Health Care Chaplaincy","journal","15286916, 08854726","0.632","Q1","25","35","77","1333","139","76","1.73","38.09","60.58",0,9,"United States","Northern America","Routledge","1987-1994, 1997-2002, 2004, 2008, 2010-2023","Religious Studies (Q1); Clinical Psychology (Q2); Health (social science) (Q2)","Arts and Humanities; Psychology; Social Sciences","journal of health care chaplaincy",0
"Journal of health care finance",19,"journal of health care finance",17058,14165,"Journal of Health Care Finance","journal","10786767","0.262","Q3","27","5","40","433","19","35","0.55","86.60","27.27",0,2,"United States","Northern America","Aspen Publishers Inc.","1994-2017, 2019-2021, 2023","Health Policy (Q3)","Medicine","journal of health care finance",0
"Journal of health care for the poor and underserved",2,"journal of health care for poor and underserved",9643,15915,"Journal of Health Care for the Poor and Underserved","journal","10492089, 15486869","0.561","Q2","72","120","528","4370","681","487","1.06","36.42","67.70",0,92,"United States","Northern America","Johns Hopkins University Press","1990-2023","Public Health, Environmental and Occupational Health (Q2)","Medicine","journal of health care for poor and underserved",0
"Journal of health care law and policy",5,"journal of health care law and policy",8446,28811,"Journal of Health Care Chaplaincy","journal","15286916, 08854726","0.632","Q1","25","35","77","1333","139","76","1.73","38.09","60.58",0,9,"United States","Northern America","Routledge","1987-1994, 1997-2002, 2004, 2008, 2010-2023","Religious Studies (Q1); Clinical Psychology (Q2); Health (social science) (Q2)","Arts and Humanities; Psychology; Social Sciences","journal of health care chaplaincy",0.10113779468618178
"Journal of health communication",22,"journal of health communication",4584,15916,"Journal of Health Communication","journal","10810730, 10870415","0.982","Q1","107","99","271","5325","1120","269","3.57","53.79","63.93",0,58,"United Kingdom","Western Europe","Taylor and Francis Ltd.","1996-2023","Communication (Q1); Health (social science) (Q1); Library and Information Sciences (Q1); Public Health, Environmental and Occupational Health (Q1)","Medicine; Social Sciences","journal of health communication",0
"Journal of health disparities research and practice",26,"journal of health disparities research and practice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Journal of health economics",78,"journal of health economics",970,14166,"Journal of Health Economics","journal","18791646, 01676296","2.444","Q1","146","85","289","5247","1130","289","3.52","61.73","39.48",13,50,"Netherlands","Western Europe","Elsevier B.V.","1982-2023","Health Policy (Q1); Public Health, Environmental and Occupational Health (Q1)","Medicine","journal of health economics",0
"Journal of health informatics",9,"journal of health informatics",970,14166,"Journal of Health Economics","journal","18791646, 01676296","2.444","Q1","146","85","289","5247","1130","289","3.52","61.73","39.48",13,50,"Netherlands","Western Europe","Elsevier B.V.","1982-2023","Health Policy (Q1); Public Health, Environmental and Occupational Health (Q1)","Medicine","journal of health economics",0.12228607918263101
"Journal of health law",2,"journal of health law",15047,21101056820,"Journal of Health Literacy","journal","24764728","0.323","Q3","9","32","88","1110","99","85","1.34","34.69","57.76",0,16,"Iran","Middle East","Mashhad University of Medical Sciences","2019-2023","Public Health, Environmental and Occupational Health (Q3)","Medicine","journal of health literacy",0.0927960927960928
"Journal of health organization and management",10,"journal of health organization and management",10066,144616,"Journal of Health Organization and Management","journal","14777266","0.538","Q2","51","31","219","2259","436","215","1.90","72.87","52.53",0,8,"United Kingdom","Western Europe","Emerald Group Publishing Ltd.","2003-2023","Business, Management and Accounting (miscellaneous) (Q2); Health Policy (Q2); Organizational Behavior and Human Resource Management (Q2)","Business, Management and Accounting; Medicine","journal of health organization and management",0
"Journal of health politics, policy and law",26,"journal of health politics policy and law",1909,15931,"Journal of Health Politics, Policy and Law","journal","15271927, 03616878","1.647","Q1","62","35","143","2028","474","136","3.20","57.94","62.96",0,24,"United States","Northern America","Duke University Press","1976-2023","Health Policy (Q1)","Medicine","journal of health politics policy and law",0
"Journal of health psychology",48,"journal of health psychology",4300,15536,"Journal of Health Psychology","journal","14617277, 13591053","1.022","Q2","105","131","690","6306","2472","679","3.39","48.14","63.05",0,45,"United Kingdom","Western Europe","SAGE Publications Ltd","1996-2023","Applied Psychology (Q2)","Psychology","journal of health psychology",0
"Journal of health science",1,"journal of health science",20836,21100894186,"Journal of Health Sciences","journal","19868049, 22327576","0.185","Q4","6","20","98","591","60","98","0.48","29.55","64.71",0,9,"Bosnia and Herzegovina","Eastern Europe","University of Sarajevo - Faculty of Health Studies","2018-2023","Medicine (miscellaneous) (Q4); Nursing (miscellaneous) (Q4)","Medicine; Nursing","journal of health sciences",0.012820512820512775
"Journal of health sciences and surveillance system",8,"journal of health sciences and surveillance system",22095,21101056811,"Journal of Health Sciences and Surveillance System","journal","23452218, 23453893","0.164","Q4","6","100","153","3423","102","140","0.65","34.23","43.69",0,68,"Iran","Middle East","Shriaz University of Medical Sciences","2019-2023","Health Policy (Q4); Health (social science) (Q4); Medicine (miscellaneous) (Q4); Public Health, Environmental and Occupational Health (Q4)","Medicine; Social Sciences","journal of health sciences and surveillance system",0
"Journal of health visiting",2,"journal of health visiting",23000,21101039106,"Journal of Health Administration","journal","20081200, 20081219","0.150","Q4","5","15","94","509","39","94","0.41","33.93","40.82",0,6,"Iran","Middle East","Iran University of Medical Sciences","2019-2023","Emergency Medicine (Q4); Health Informatics (Q4); Health Information Management (Q4); Health Policy (Q4)","Health Professions; Medicine","journal of health administration",0.1367521367521367
"Journal of health, population, and nutrition",26,"journal of health population and nutrition",9187,19450,"Journal of Health, Population and Nutrition","journal","16060997","0.585","Q2","74","140","126","6810","319","123","2.50","48.64","47.68",2,93,"United Kingdom","Western Europe","BioMed Central Ltd","2000-2023","Food Science (Q2); Health, Toxicology and Mutagenesis (Q2); Public Health, Environmental and Occupational Health (Q2)","Agricultural and Biological Sciences; Environmental Science; Medicine","journal of health population and nutrition",0
"Journal of healthcare engineering",61,"journal of healthcare engineering",10596,21100205972,"Journal of Healthcare Engineering","journal","20402295, 20402309","0.509","Q2","57","156","1186","3310","3810","1184","3.05","21.22","30.67",0,39,"United Kingdom","Western Europe","Hindawi Limited","2010-2023","Surgery (Q2); Biomedical Engineering (Q3); Biotechnology (Q3); Health Informatics (Q3)","Biochemistry, Genetics and Molecular Biology; Engineering; Medicine","journal of healthcare engineering",0
"Journal of healthcare information management : JHIM",15,"journal of healthcare information management jhim",1870,21101017498,"Journal of Healthcare Informatics Research","journal","2509498X","1.664","Q1","17","23","64","1417","532","63","7.68","61.61","30.77",0,6,"Switzerland","Western Europe","Springer International Publishing","2017-2023","Artificial Intelligence (Q1); Computer Science Applications (Q1); Health Informatics (Q1); Information Systems (Q1)","Computer Science; Medicine","journal of healthcare informatics research",0.1453136810279667
"Journal of healthcare leadership",6,"journal of healthcare leadership",4294,21100448513,"Journal of Healthcare Leadership","journal","11793201","1.023","Q1","20","33","61","1983","243","59","3.87","60.09","51.80",0,14,"United States","Northern America","Dove Medical Press Limited","2014-2023","Leadership and Management (Q1); Public Health, Environmental and Occupational Health (Q1); Organizational Behavior and Human Resource Management (Q2)","Business, Management and Accounting; Medicine; Nursing","journal of healthcare leadership",0
"Journal of healthcare management / American College of Healthcare Executives",15,"journal of healthcare management american college of healthcare executives",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Journal of healthcare protection management : publication of the International Association for Hospital Security",3,"journal of healthcare protection management publication of international association for hospital security",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Journal of helminthology",34,"journal of helminthology",12866,22423,"Journal of Helminthology","journal","0022149X, 14752697","0.406","Q2","57","104","352","6282","529","352","1.29","60.40","46.04",0,14,"United Kingdom","Western Europe","Cambridge University Press","1923-1943, 1945-2023","Animal Science and Zoology (Q2); Medicine (miscellaneous) (Q3); Parasitology (Q3)","Agricultural and Biological Sciences; Immunology and Microbiology; Medicine","journal of helminthology",0
"Journal of hematology",23,"journal of hematology",3645,19240,"Journal of Rheumatology","journal","14992752, 0315162X","1.128","Q1","196","302","893","6919","2223","647","2.30","22.91","49.56",2,60,"Canada","Northern America","Journal of Rheumatology","1974-2023","Rheumatology (Q1); Immunology (Q2); Immunology and Allergy (Q2)","Immunology and Microbiology; Medicine","journal of rheumatology",0.02898550724637683
"Journal of hematology & thrombosis",1,"journal of hematology thrombosis",78,25297,"Journal of Hepatology","journal","16000641, 01688278","9.857","Q1","301","426","1327","15192","18226","685","12.66","35.66","36.89",5,187,"Netherlands","Western Europe","Elsevier B.V.","1985-2023","Hepatology (Q1)","Medicine","journal of hepatology",0.14087301587301582
"Journal of hematology & thrombosis",1,"journal of hematology thrombosis",11569,22585,"Journal of Nematology","journal","0022300X","0.463","Q2","69","59","289","2531","417","289","1.44","42.90","35.75",0,16,"United States","Northern America","Sciendo","1981, 1987-1989, 1993-2023","Agronomy and Crop Science (Q2)","Agricultural and Biological Sciences","journal of nematology",0.14087301587301582
"Journal of hematology & transfusion",1,"journal of hematology transfusion",2267,144651,"Journal of Technology Transfer","journal","08929912","1.495","Q1","102","125","229","11820","1530","229","6.00","94.56","37.01",7,66,"United States","Northern America","Kluwer Academic Publishers","1977-2023","Accounting (Q1); Business and International Management (Q1); Engineering (miscellaneous) (Q1)","Business, Management and Accounting; Engineering","journal of technology transfer",0.13714927048260384
"Journal of hepato-biliary-pancreatic sciences",3,"journal of hepatobiliarypancreatic sciences",4113,19600157309,"Journal of Hepato-Biliary-Pancreatic Sciences","journal","18686982, 18686974","1.045","Q1","77","0","149","0","449","133","6.31","0.00","0.00",0,0,"United States","Northern America","Wiley-Blackwell","1994, 2010-2021","Surgery (Q1); Hepatology (Q2)","Medicine","journal of hepatobiliarypancreatic sciences",0
"Journal of hepato-biliary-pancreatic surgery",18,"journal of hepatobiliarypancreatic surgery",3754,21686,"Journal of Hepato-Biliary-Pancreatic Surgery","journal","09441166, 14360691","1.104","Q1","84","189","293","4209","853","240","2.91","22.27","16.17",0,66,"Germany","Western Europe","Springer Verlag","1993-2010, 2014, 2017-2023","Surgery (Q1); Hepatology (Q2)","Medicine","journal of hepatobiliarypancreatic surgery",0
"Journal of hepatocellular carcinoma",2,"journal of hepatocellular carcinoma",29075,21101161459,"Journal of Hepatocellular Carcinoma","journal","22535969",NA,"-","4","172","0","7953","0","0","0.00","46.24","36.17",0,171,"New Zealand","Pacific Region","Dove Medical Press Ltd.","2021-2023","Hepatology; Oncology","Medicine","journal of hepatocellular carcinoma",0
"Journal of hepatology",105,"journal of hepatology",78,25297,"Journal of Hepatology","journal","16000641, 01688278","9.857","Q1","301","426","1327","15192","18226","685","12.66","35.66","36.89",5,187,"Netherlands","Western Europe","Elsevier B.V.","1985-2023","Hepatology (Q1)","Medicine","journal of hepatology",0
"Journal of herpetology",1,"journal of herpetology",14746,22562,"Journal of Herpetology","journal","00221511","0.333","Q3","66","40","171","2705","154","171","0.91","67.63","37.41",0,14,"United States","Northern America","Society for the Study of Amphibians and Reptiles","1980-1983, 1985-1989, 1991-2023","Animal Science and Zoology (Q3); Ecology, Evolution, Behavior and Systematics (Q3)","Agricultural and Biological Sciences","journal of herpetology",0
"Journal of hip preservation surgery",15,"journal of hip preservation surgery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Journal of historical studies",1,"journal of historical studies",20059,20194,"Journal of British Studies","journal","00219371, 15456986","0.198","Q1","42","30","87","3600","49","87","0.50","120.00","36.11",0,5,"United Kingdom","Western Europe","Cambridge University Press","1962-2023","History (Q1); Cultural Studies (Q2)","Arts and Humanities; Social Sciences","journal of british studies",0.09213085764809914
"Journal of home economics",1,"journal of home economics",27573,19900193939,"Journal of Home Economics Research","journal","11180021","0.103","Q4","4","24","102","732","11","102","0.07","30.50","64.06",0,11,"Nigeria","Africa","Home Economics Research Association of Nigeria","2009-2012, 2018-2023","Economics and Econometrics (Q4)","Economics, Econometrics and Finance","journal of home economics research",0.08823529411764708
"Journal of homosexuality",22,"journal of homosexuality",4743,29972,"Journal of Homosexuality","journal","15403602, 00918369","0.963","Q1","90","240","369","14285","1335","361","3.46","59.52","55.25",3,103,"United States","Northern America","Routledge","1974, 1976-2023","Education (Q1); Gender Studies (Q1); Medicine (miscellaneous) (Q1); Psychology (miscellaneous) (Q1); Social Psychology (Q1)","Medicine; Psychology; Social Sciences","journal of homosexuality",0
"Journal of hospice and palliative nursing : JHPN : the official journal of the Hospice and Palliative Nurses Association",1,"journal of hospice and palliative nursing jhpn official journal of hospice and palliative nurses association",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Journal of hospital medicine",118,"journal of hospital medicine",5950,5200152805,"Journal of Hospital Medicine","journal","15535606, 15535592","0.825","Q1","81","239","664","4382","994","392","1.59","18.33","56.31",0,39,"United States","Northern America","John Wiley and Sons Inc.","2006-2023","Assessment and Diagnosis (Q1); Care Planning (Q1); Fundamentals and Skills (Q1); Leadership and Management (Q1); Health Policy (Q2); Internal Medicine (Q2); Medicine (miscellaneous) (Q2)","Medicine; Nursing","journal of hospital medicine",0
"Journal of housing and the built environment : HBE",6,"journal of housing and built environment hbe",9579,13913,"Journal of Housing and the Built Environment","journal","15737772, 15664910","0.564","Q1","57","100","241","6304","595","239","2.17","63.04","47.22",1,72,"Netherlands","Western Europe","Springer Netherlands","1996-2023","Urban Studies (Q1); Geography, Planning and Development (Q2)","Social Sciences","journal of housing and built environment",0.030303030303030276
"Journal of human capital",1,"journal of human capital",6745,17900156729,"Journal of Human Capital","journal","19328664, 19328575","0.757","Q1","27","16","51","1009","76","51","1.46","63.06","29.27",5,9,"United States","Northern America","University of Chicago","2009-2023","Economics, Econometrics and Finance (miscellaneous) (Q1)","Economics, Econometrics and Finance","journal of human capital",0
"Journal of human ergology",16,"journal of human ergology",11845,24417,"Journal of Geology","journal","00221376, 15375269","0.450","Q2","114","3","84","201","110","81","1.32","67.00","18.18",0,0,"United States","Northern America","University of Chicago","1973, 1976-1977, 1979-2022","Geology (Q2)","Earth and Planetary Sciences","journal of geology",0.11185185185185187
"Journal of human evolution",79,"journal of human evolution",2607,18927,"Journal of Human Evolution","journal","00472484, 10958606","1.370","Q1","139","92","325","10733","922","294","2.82","116.66","36.44",0,10,"United States","Northern America","Academic Press","1972-2023","Anthropology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Education (Q1)","Agricultural and Biological Sciences; Social Sciences","journal of human evolution",0
"Journal of human kinetics",5,"journal of human kinetics",6140,15000154801,"Journal of Human Kinetics","journal","16405544, 18997562","0.808","Q1","55","87","357","3549","979","357","2.08","40.79","22.66",0,5,"Poland","Eastern Europe","Termedia Publishing House Ltd.","2008-2023","Physical Therapy, Sports Therapy and Rehabilitation (Q1); Physiology (medical) (Q2); Sports Science (Q2)","Health Professions; Medicine","journal of human kinetics",0
"Journal of human nutrition and dietetics : the official journal of the British Dietetic Association",10,"journal of human nutrition and dietetics official journal of british dietetic association",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Journal of human reproductive sciences",5,"journal of human reproductive sciences",11091,19700175128,"Journal of Human Reproductive Sciences","journal","19984766, 09741208","0.486","Q3","43","25","200","763","352","178","1.13","30.52","46.43",0,8,"India","Asiatic Region","Wolters Kluwer Medknow Publications","2009-2023","Reproductive Medicine (Q3)","Medicine","journal of human reproductive sciences",0
"Journal of human security",1,"journal of human security",25928,19400156803,"Journal of Human Security","journal","18353800","0.116","Q4","9","13","42","646","16","37","0.38","49.69","41.18",0,8,"Switzerland","Western Europe",NA,"2009-2011, 2013-2017, 2019-2023","Law (Q4); Political Science and International Relations (Q4); Safety Research (Q4); Sociology and Political Science (Q4)","Social Sciences","journal of human security",0
"Journal of human-robot interaction",1,"journal of humanrobot interaction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
